"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"MYB",13.214875,12.3231125,12.544527,12.646026,13.899894,13.220381,16.00813,13.352679,13.3833885,15.756169,15.568876,14.117471,11.434476,13.132598,13.506705,13.4027195,14.952314,13.29018,12.476589,12.639157,12.655617,12.090457,12.672487,12.48034,12.549756,10.969347,12.667206,12.864565,12.569089,12.136172,11.839352,10.590249,12.081379,12.42625,12.60351,12.2665415
"CCDC67",3.53576936666667,5.15929093333333,4.62969283333333,3.37108143333333,4.00898333333333,3.2623801,6.95959076666667,3.92312713333333,3.57665466666667,4.96355036666667,5.93476923333333,4.8601272,3.81936233333333,4.45927023333333,4.53046176666667,3.90053243333333,4.36542863333333,3.69696993333333,5.2071649,6.08141383333333,6.87840356666667,5.5964197,6.99981006666667,5.1451081,4.06812013333333,5.56776423333333,7.6043828,6.57765033333333,5.16490203333333,5.6504312,5.5143361,5.3221213,5.7252293,6.8196976,4.01527543333333,5.78707106666667
"GADD45G",10.307852,10.4663925,9.305389,11.391837,10.302747,10.013121,10.291033,9.980334,9.922603,11.280642,9.450272,10.57528,11.355165,11.408049,11.082639,9.308429,11.695753,10.3673725,9.035949,8.88624,8.849926,9.787737,10.042036,9.393403,9.149045,11.408732,8.172539,9.80448,9.524433,9.091695,8.627098,8.520423,9.179188,9.333789,9.365746,10.526614
"CXADR",9.08805866666667,7.89218433333333,10.0027145,7.65609166666667,11.2815803333333,9.84289846666667,12.326717,10.5310156666667,9.48740963333333,10.127541,9.86123533333333,10.4646896666667,6.18986953333333,9.11780653333333,11.7041713333333,11.5554233333333,10.230044,10.025953,7.91028143333333,8.86316156666667,8.67178583333333,8.29643353333333,8.6102696,7.04987266666667,7.0532144,8.74050316666667,8.22355066666667,8.881381,7.774776,7.77132066666667,7.656803,8.6093258,8.84660433333333,8.93551766666667,7.05808733333333,8.13685813333333
"HDC",6.6131415,6.8361955,8.615836,8.8146,8.505585,11.8886,7.3961744,12.265895,11.970085,6.7521033,9.144977,8.612833,10.2662945,6.2593527,8.557495,9.84261,8.445187,9.778854,10.3752775,12.204078,11.516907,9.968301,12.255386,12.845398,10.808644,11.280403,11.114114,11.088066,10.662161,9.8039,11.154837,14.240677,9.949523,10.569002,9.297504,11.498045
"SLC11A1",7.34813453333333,7.57276786666667,8.0529362,8.41969733333333,8.50899,7.88402066666667,7.71256686666667,7.24444033333333,8.08950683333333,7.5427443,7.17733526666667,6.7411187,12.3777023333333,9.054608,7.5537734,9.31284366666667,9.700222,7.47652843333333,6.597435,6.64973713333333,6.5745879,6.41201806666667,6.806659,7.4240823,6.77641096666667,7.15640886666667,5.95795123333333,6.16970543333333,6.37776696666667,6.44704836666667,6.6543532,8.05226976666667,7.62992833333333,7.01656283333333,6.86962013333333,6.45448176666667
"FGD2",10.0241565,8.7919005,8.12117885,9.676172,8.6937005,9.232518,8.3726475,9.9931235,8.5355925,7.457872,8.9012145,9.3033275,10.5719045,9.512723,8.2900497,7.96928865,8.6066025,9.37984,10.020353,9.632726,9.863798,10.332709,9.7196725,10.9689455,10.83376775,7.8302875,10.319889,10.396394,10.547148,10.3091515,10.1572715,11.2054885,10.45602,10.1679265,9.270271,9.725185
"FOXF1",9.290013,9.330355,8.964253,9.700948,8.484568,10.127545,9.345688,10.605696,10.06172,10.038037,9.570746,9.815141,6.8669276,9.806614,7.888013,9.940101,9.226509,9.8564825,10.540831,10.79031,10.86666,10.609594,10.905132,10.37436,10.199914,8.91503,10.504573,10.420496,10.6793,10.253807,10.993714,11.535626,10.775106,10.544327,9.426,10.251999
"PNLDC1",5.067128,5.379052,5.086804,5.096089,5.2140465,5.2886176,6.0408974,4.7257843,3.6541424,4.7084103,5.546032,5.866056,5.689749,4.9345345,5.5317497,4.5245624,7.0185747,4.167404,6.60602,6.9773264,7.7661123,6.5345707,7.4597573,4.7099295,5.6440372,5.7687607,6.6919713,7.0533466,5.7761917,5.8268566,5.72382,4.8161845,6.897606,7.869794,6.9199414,6.1800423
"PLAUR",10.25472,9.489239,11.911453,10.994369,11.134694,12.054345,11.484356,10.757184,12.465369,11.561382,10.694871,11.161899,16.213486,11.697117,10.997835,12.586217,12.856044,10.940405,9.18468,10.38637,9.24787,9.680382,9.914147,11.140857,10.523189,9.284144,9.02809,9.553381,10.1704645,9.099147,10.088973,12.433151,10.884703,9.584383,8.2269335,9.515969
"DIAPH3",7.594653325,8.3342869,8.517424425,7.4641002,7.13940875,8.153291125,8.082787475,7.1460773,7.631734675,8.28583675,7.926370075,7.468416875,6.44019775,7.01868885,8.62306575,8.31179065,7.2824392,6.71259255,6.39991825,6.323875225,5.608024,6.665139875,5.431997025,8.142762125,7.6669665,4.34887165,7.23632855,6.599943725,6.331947975,7.1648756,6.2717178,5.939937625,5.879890925,5.939080675,8.387894175,6.234592
"RAI14",11.717062,11.171513,11.839069,11.12456,14.263087,11.755869,12.310167,10.948527,11.998655,11.5130205,11.462653,12.138706,9.126062,12.394143,10.90578,12.184654,12.233348,10.537617,10.269885,10.1346655,10.211161,10.380994,10.49197,10.630283,10.515246,10.577404,10.364733,11.139437,10.30711,10.097952,10.777679,11.634975,10.781907,10.573644,9.68294,10.53957
"KLHL6",13.3100675,11.368732,11.591501,12.676198,11.492199,12.3517125,11.4077895,12.484118,11.405806,9.849867,11.8002215,12.441417,13.549588,12.5530625,10.8928325,10.529283,12.040233,12.605789,13.2747175,13.5201335,13.019172,12.8637265,12.8896195,13.895016,13.644582,11.076018,13.21585475,12.9881265,13.3326315,13.8493535,13.2317725,12.2539715,12.9275515,13.47091,13.26671375,12.686589
"ZNF404",9.548359,7.810986,8.443784,9.461445,10.245197,8.909718,6.882097,8.906858,7.9354854,7.0059953,7.587466,9.479984,8.186936,8.62325,7.597936,7.8447027,7.5938706,8.554052,9.837727,9.315044,9.216597,10.014878,8.856685,9.609032,9.898136,9.537179,10.124165,9.010103,9.312569,10.131575,9.3400755,8.694658,8.857522,8.821257,9.803593,9.397361
"CLECL1",10.511633,9.367948,7.661543,9.44859,7.552744,8.701368,9.160651,10.932878,8.747922,7.083445,9.6841755,10.321084,10.696079,10.092952,8.391372,6.297719,8.010725,9.360333,11.500621,10.856707,10.701009,10.349097,10.130487,10.826381,11.549044,7.620845,11.347984,10.921974,11.435011,11.486072,11.085058,9.585882,10.456461,10.490572,12.576056,9.732968
"PCOLCE",10.366439,10.636621,10.971055,10.916496,9.847896,12.095522,9.87888,12.288533,13.367893,12.947123,11.055016,10.669695,8.030683,10.412931,9.691687,12.798494,12.30099,10.810192,12.369318,12.2665415,12.453012,12.907031,13.791536,12.493318,12.880681,12.72091,12.52491,12.287806,12.168234,11.904457,13.001978,13.213087,12.308873,12.514882,11.208239,12.739042
"LOC100506507",4.6152887,7.5006323,4.256494,6.427033,5.0851164,6.905669,5.9652386,6.934105,5.884989,4.5072184,6.922961,5.2092524,5.3236856,5.6463604,6.3484054,8.314406,4.7775674,6.3886743,4.394705,4.4327335,4.576979,5.771018,4.5448933,5.629885,5.2617397,4.485582,4.504598,4.2718477,3.8870437,4.8963213,4.0652065,3.9490173,3.8584485,4.0259614,6.081045,4.6427035
"C5orf39",13.064837,11.617678,11.039862,13.06556,11.18478,11.800289,11.051812,13.372807,11.911453,9.431648,12.019125,12.5354185,14.341971,12.935883,12.273442,10.30427,11.769507,12.773222,14.033008,13.287135,13.681293,13.341408,13.547478,13.07356,13.493817,11.760371,13.370896,13.468312,13.9859295,13.518489,13.377809,14.628014,13.416991,13.191605,12.189882,13.4757595
"LDLRAD3",2.9850242,3.2944703,4.251578,3.2434406,4.830476,4.4820538,5.8701653,2.9910626,3.5030744,5.502462,4.243151,5.4450355,5.451771,3.1670043,6.2004547,5.5052404,4.7905474,3.1689286,3.0814185,2.7744598,2.8055174,2.823726,3.0597928,3.4248471,4.2850456,4.410976,2.7459035,3.3357875,2.846947,2.8658156,2.9665644,3.4531846,3.0258427,2.846122,3.3214145,2.7589996
"PCDH20",4.284617,6.4643145,4.408218,4.1119533,4.775683,5.864339,8.055994,2.736397,3.1664917,2.8528845,6.5272136,6.514471,2.9542553,5.6342816,2.7107537,4.6638255,4.1483216,4.9730783,5.6293364,7.5998044,8.528871,6.3055167,8.919145,2.7123604,5.7111278,9.57513,7.3961744,6.909999,6.5155177,7.1447077,6.926556,7.2648206,6.5700884,7.5724006,5.672489,6.8590713
"KCNH8",7.5998044,5.126889,3.7121835,7.1150165,4.5903363,4.9983997,8.909413,8.25422,5.491238,10.480426,10.216857,8.088106,5.7365117,6.7403765,8.431174,5.1735916,5.2034206,8.364201,8.849926,8.746319,9.671414,9.073722,8.734648,7.8374243,9.04717,7.5560904,10.024649,8.940898,10.066532,10.3989,10.135374,8.640503,8.261412,9.275091,8.543752,9.187359
"MYCT1",5.23814175,6.4697173,6.255805,6.80921875,5.9413945,7.54512825,5.379217,8.2279211,8.8626985,6.67926735,7.14080065,6.9093713,4.2693039,5.60751935,5.30767475,7.1738778,6.58631315,7.14247925,7.37064365,8.1487265,8.1482603,7.7417547,8.22663175,7.72866605,7.782086,8.867012,8.034212,7.47856615,7.10650065,7.0449923,8.3267928,8.1388767,7.7931387,7.87114765,6.7562395,7.57198715
"STAT1",14.5694945,13.281641,13.270822,14.7825655,13.715484,14.76926075,13.886949,14.327377,14.0120285,12.6380195,14.140375,14.8932395,15.60569,15.029019,13.77347075,13.94314775,14.1826625,14.561507,13.1242315,12.5512685,12.598537,13.1154005,11.99341475,13.8353035,12.650317,10.9554285,12.7450775,14.2639175,12.634478,12.7807355,12.7309725,15.6667575,13.59861425,12.325951,13.1487405,12.358079
"CHST6",9.041969,10.434488,9.975865,8.899094,11.5119915,12.121841,10.408782,7.81879,9.126062,8.936185,10.206451,10.143921,7.0126443,8.439877,7.970416,8.880446,10.734845,10.482263,11.168011,11.571403,12.352972,11.073223,11.83144,8.297025,10.429224,12.24069,11.523936,11.794514,10.305556,10.39224,10.6851635,12.419137,12.004049,12.860399,10.679569,11.360106
"DAZL",3.7240844,3.8203082,2.931026,5.3282123,4.2402697,5.5972195,2.607456,6.6636267,6.4643145,4.2188644,4.7270803,5.0603952,5.0237775,4.763532,4.1094723,5.0710697,3.3433485,8.205745,5.6382895,7.2422504,6.7127943,5.8957353,7.528139,7.584171,7.15883,4.1932755,5.3039002,6.569602,7.0241747,5.4626303,5.8637013,7.0147686,6.854853,6.764824,5.8535576,7.3350244
"HES2",6.41834766666667,8.79601133333333,8.1988396,5.37779436666667,8.4018901,6.25364566666667,7.23211516666667,8.795536,8.19708083333333,10.5334575666667,10.7254101333333,7.16906146666667,6.1336285,6.251216,7.78923866666667,9.37726056666667,4.65473753333333,6.59428993333333,5.32636626666667,5.8538413,5.95227293333333,5.74928023333333,6.30569083333333,5.94400616666667,5.39660213333333,5.19220823333333,6.21308526666667,6.42312343333333,5.88115983333333,5.77178556666667,6.51754773333333,5.68772993333333,6.1410378,6.47562946666667,5.28742233333333,5.4762751
"HOXC9",10.380994,11.773434,7.5764585,10.780874,6.706934,7.767649,11.76735,9.236302,6.0116825,13.352263,11.761527,11.729345,6.3072085,6.335209,11.85907,10.89391,10.570685,10.981161,7.76867,6.659,6.9695253,7.706847,6.5886126,10.686622,6.61389,4.6413193,6.5865846,8.222876,7.766594,6.673998,7.550832,5.485951,7.622598,7.237281,5.9775114,6.922241
"RAMP2",3.5502336,5.642826,5.1927676,4.8631105,6.0074663,6.7374434,3.7338712,5.6309505,6.1896033,5.987157,4.776075,4.4517264,2.749647,4.893276,4.6029,5.5440345,5.2946844,4.8618813,5.52675,6.100341,6.4429665,7.2519364,7.2675796,6.659,6.714494,7.054467,6.1379476,5.7585926,5.293625,5.4789863,6.105229,6.275456,8.550952,6.33422,4.964964,6.589445
"KRT7",8.208793,8.83403,10.629858,8.160136,9.707674,10.013692,8.420637,7.6428084,8.715417,8.357598,8.962823,8.700911,5.3369074,6.5127597,8.66108,10.321084,8.790142,8.840109,9.843106,10.815694,11.2088175,10.509623,11.497779,8.789321,10.2795515,11.488092,10.118299,10.136616,8.815767,9.873018,9.240365,11.491604,10.163279,9.703558,8.391669,11.255019
"ASXL3",3.48613843333333,3.87056563333333,4.49068436666667,3.81234633333333,3.59513973333333,3.5890031,3.0713744,5.22958073333333,5.6978978,7.3141238,3.86827266666667,4.5752579,3.39689276666667,4.29317843333333,4.05495523333333,4.11097536666667,5.2248605,4.3704221,5.43715746666667,5.7186141,5.35823346666667,5.51088876666667,5.94777006666667,4.4170386,4.95500653333333,5.80108586666667,5.94041176666667,5.43349246666667,5.47405553333333,5.5916004,6.2384655,5.87992613333333,5.02226923333333,5.53665803333333,4.4384744,5.96460963333333
"TMCO5A",4.7674932,4.784341,4.7383957,4.88594,3.7611406,3.0928671,5.460766,2.864513,2.8012521,4.5028386,5.9322124,4.8981256,4.7679806,2.5974412,2.6343222,4.34157,3.4550061,3.8207676,6.116629,5.7143483,7.371702,5.2318945,7.977016,2.6106737,5.0055075,6.2691174,5.5398474,4.8949037,4.480696,4.9158807,5.3745723,4.8359623,6.7317924,7.8894324,6.424988,7.250851
"POLQ",10.47980525,11.172575,10.473168,11.152215,10.0838055,9.921796,10.5526225,10.523103,10.34479575,10.658212,10.6124725,9.9635355,9.04645125,9.681386,11.090417,10.3425225,10.435515,10.6574235,9.5263985,9.138984,8.571569,9.1373285,8.185861,10.7006405,10.27825075,6.3430831,9.8843465,9.443493,8.948854,9.820126,8.924116,8.5648445,8.43613775,8.815493,11.56086875,8.3595137
"JAKMIP1",11.628389,10.415387,10.459347,12.829412,11.556843,11.794074,10.546053,10.900001,10.704637,9.409445,10.757477,11.829103,12.405419,12.210239,10.934111,9.088289,11.600629,11.561961,8.980619,9.366994,9.60773,10.249888,9.092244,10.793103,10.666215,8.113404,9.3274355,11.287439,9.8051,9.932398,9.921116,9.496867,9.385321,9.618155,11.055723,10.783362
"WFDC5",7.9199433,8.074222,11.713048,8.25294775,10.8831145,8.33243935,10.2078465,7.915799,11.414561,7.3501927,5.98749255,7.49222285,8.03654965,8.616777,9.6374747,11.824501,7.79843875,6.22846625,7.289919,7.4301457,6.7907862,6.71785815,6.6021842,7.7402765,6.43793835,5.496078,6.26644,7.29815,7.6302815,7.084694,6.9391607,6.04550515,6.6508691,7.3785212,6.79778615,7.28399925
"ART4",5.622998,6.428152,5.635114,6.319119,4.9545527,5.496017,3.6546383,7.2082458,7.5941224,4.364154,7.1985826,6.1521993,2.8262997,4.0816617,3.3849387,7.161381,5.021488,6.2038884,7.1383443,6.8846736,6.7462697,6.9677143,6.9708652,7.044808,7.34115,6.7215786,7.3923545,7.4493494,7.495206,6.79049,7.9048038,5.6382895,6.932621,6.6777234,7.19398,7.056298
"ZNF818P",8.931508,8.16541185,7.51823125,9.1456695,8.13654765,8.613778,8.92859,9.6486895,8.34285065,7.03727335,8.713551,8.77858,10.19904,8.974685,7.409723,6.30537845,7.43823575,9.02311925,9.4325165,9.4944315,9.8465955,9.488228,9.410509,9.5102305,9.6590355,8.260469,10.1379015,9.702045,9.99186675,10.2526075,9.7247345,8.59770035,9.235248,8.8259665,10.1471445,9.6892685
"COL27A1",11.4820073333333,9.90907646666667,11.8440633333333,10.6472896666667,10.6715775333333,11.4442692666667,8.83237573333333,10.2369231,10.0102333333333,10.8929195333333,9.310316,9.57792323333333,8.56186793333333,9.93684076666667,10.8879499,10.127962,10.4794813333333,10.828292,9.39946156666667,9.39354323333333,8.98509533333333,9.1746455,9.70237533333333,9.04739266666667,8.2176585,7.99163126666667,9.77526966666667,9.83769433333333,9.23242133333333,9.377866,9.75567783333333,9.45247333333333,10.0399445333333,9.73442633333333,7.9438074,8.8574147
"SDC1",11.4418485,10.4175665,11.758035,11.20883225,11.5255005,12.4100885,11.9627495,11.9600705,12.685431,11.77983975,10.9197,11.02394665,8.793122,10.28693175,11.1649055,13.16848975,10.7045015,12.187835,10.34606665,10.3494701,10.5885955,9.72020665,10.6729381,9.65459175,8.5374065,8.9716133,10.5865377,10.464626,9.883517,10.61900275,11.0037622,10.6169632,10.7269448,11.1937449,9.3925875,9.6836905
"ITM2A",12.816926,11.71962,11.153097,13.783799,12.484965,12.572285,12.187577,13.141251,12.591423,10.662624,12.615919,13.361312,13.615422,13.466888,12.960276,10.640496,12.536695,13.818079,13.769541,13.498013,13.337816,13.366065,13.780376,13.765239,13.647938,13.32467,13.76273,13.457583,14.268732,13.941896,13.9013195,13.008296,13.094941,13.687319,13.305722,14.054228
"SUCNR1",7.007744,11.5871955,7.146638,10.04563065,7.2245172,8.2835445,7.8320992,8.121339,7.8706497,5.6247835,7.290851,7.75702475,9.886679,8.98214085,6.67074225,5.343868,7.424611,9.14567,5.0461603,7.62815535,7.4522505,7.48215075,5.3813615,5.50645335,6.2732603,6.54165425,7.057376,7.108715,5.9029844,5.6164467,5.5179265,5.93694785,6.52734985,5.7587681,5.5996865,5.2254363
"PPFIA4",8.370005,8.5182495,9.328097,8.35427,7.622327,5.495057,10.0118885,8.574373,8.361294,8.490112,9.171398,7.667711,9.627075,9.329438,9.013333,8.671025,9.812481,6.12811,7.269078,6.844265,6.79376,6.268169,7.103352,7.987466,6.5708995,9.4909,6.773479,6.931751,7.3020163,7.1235676,7.0032697,6.9505606,6.410022,7.216413,6.894863,6.850441
"BEX1",4.6546144,3.185042,3.5210648,2.7536376,5.600029,4.124973,5.3913417,4.512043,3.327079,3.0800092,4.3037157,5.2716007,8.484324,5.256555,4.7470284,4.3791065,4.4459763,4.098213,5.7081766,6.8346543,5.0390587,5.966728,6.081045,7.9293585,7.3478303,8.337011,4.8023453,4.7342353,6.445743,6.107485,5.353056,5.6909537,5.7081766,5.6097155,6.131023,6.757746
"C11orf70",7.437952,9.026579,8.22872,9.165889,6.913066,7.4734397,9.843494,6.749236,6.7424364,8.912947,9.391694,9.393232,3.7133746,9.237724,8.777687,8.194029,9.445853,6.869438,10.24604,10.938916,11.571403,9.809235,11.752896,6.3339596,8.721366,10.100408,10.853343,10.879942,9.460152,9.741405,10.063427,8.496365,10.808382,11.938014,9.474274,10.766493
"NINJ1",14.391666,15.039634,14.107225,14.912248,14.229064,14.944631,14.114378,13.891605,14.388564,13.988449,13.596834,14.433141,17.98095,15.413718,15.82398,14.221425,14.2805395,13.581883,12.989021,13.236546,13.349601,13.360928,13.10444,14.140773,13.899352,13.129106,13.305722,13.8354645,13.249565,13.240677,13.592413,14.875082,13.452011,13.550524,13.528135,13.188917
"EVI2B",11.987986,10.742777,11.753761,12.189414,11.191826,12.1287,11.612118,11.772856,10.86977,8.763648,11.097563,11.7657175,13.188406,11.570897,10.656978,9.992192,10.911006,11.650649,12.611061,12.109995,12.515764,12.961508,12.642159,12.590368,12.495283,11.320737,12.675605,12.6048565,12.556472,12.837457,12.671279,11.181178,12.277399,12.615141,11.915206,12.809596
"CLDN8",2.6139324,2.6785996,3.2852457,2.6328542,2.636547,2.6336641,2.7866194,3.5359638,2.6235728,2.6309137,2.6141646,3.7891908,2.5958815,2.6698632,6.468755,4.769086,4.0279465,2.736397,4.106906,4.607229,5.317168,4.002956,5.461561,2.7121449,2.6374815,6.796981,5.2374935,4.7791924,4.6440783,4.0175443,3.5721762,5.8624372,5.4867377,5.0851164,4.4574423,5.6404324
"IL8",7.875782,3.4848292,8.010956,4.276061,10.673928,6.4255376,11.356783,9.406504,9.57663,7.5444217,7.465381,9.851685,17.545649,7.50226,8.711733,12.302497,9.215493,9.106399,6.384704,9.452941,7.304297,3.0469773,5.25297,4.9288955,5.224641,5.3882895,4.678282,5.842573,6.215001,3.6103191,3.3515744,4.509784,7.8190637,7.1021204,3.566051,2.8014548
"ZNF541",6.8669276,6.931219,6.09286,7.6493096,5.689168,6.8123813,6.489047,7.611427,7.2773566,5.182741,6.7096286,6.887845,7.7617745,7.037831,6.591784,7.6775355,6.741215,7.1968417,7.9318733,7.457991,7.991318,7.647676,8.231784,7.485368,7.774883,10.158523,8.012498,7.4750147,7.714817,7.089315,7.841661,9.151449,7.313032,7.3836102,7.366006,7.4346485
"OIP5",11.489662,12.53074,11.536059,11.68228,10.628829,11.897953,11.966119,11.336561,11.616494,12.379087,12.364052,11.559878,9.896407,10.691957,12.121437,12.224349,11.171513,11.66101,10.288727,10.841541,9.915921,10.671393,9.337856,12.223614,11.538571,9.33254,11.102808,10.233024,10.38739,11.30149,10.399348,8.680826,10.129567,10.210471,11.696006,10.218261
"CDKN1A",10.91333775,10.728873,11.38622075,10.2309203,10.5949325,11.0845505,9.5270905,10.43786415,11.2292325,10.208208,9.7398732,10.144577,13.0292195,10.36049535,10.462489,11.231938,10.4198695,10.47683,9.25181635,9.59961345,9.267479,9.39685975,9.846101,9.53614365,9.366303,8.492531,9.3269085,9.7925237,9.5422002,9.72081,9.7281688,11.6100805,10.52260225,10.1350287,9.55908525,9.3812695
"TSKU",9.45606,10.527875,11.604927,9.825026,11.210115,10.858847,11.900865,10.217567,11.242804,11.792212,10.183846,10.984613,8.297964,10.142412,11.024289,11.644844,11.219711,10.600498,8.7371,9.5930805,9.339899,9.478423,10.307595,9.4268675,8.848118,11.200111,9.654638,9.911612,9.016988,9.076365,9.607953,10.837313,9.15323,9.437239,9.282786,9.577558
"BTLA",10.191389,8.060224,6.500538,9.256706,8.074505,8.834746,8.055687,9.772198,7.7361274,4.067263,9.466163,9.222997,9.580345,9.292403,8.241537,5.551706,7.7756867,8.970666,10.012104,10.079659,10.133052,10.289637,9.622001,10.200925,10.505574,6.891141,10.393867,9.91509,10.519105,10.5203495,10.607407,8.958557,10.320236,10.216857,11.257968,10.823928
"COL22A1",9.351905,8.311768,9.629797,10.390085,13.574868,10.146431,10.81426,8.124833,8.220208,12.276392,7.757168,9.763615,5.391657,6.6123986,8.119384,8.504671,11.281967,5.820152,6.5765963,6.5033264,5.885246,7.8391724,7.1645703,6.905126,7.117121,9.306913,6.7872343,8.33139,6.424988,6.7081223,7.1973352,6.4515996,5.975489,5.8564696,4.4246445,6.071262
"P2RY8",13.020788,11.048459,11.851254,12.858793,11.566564,12.061449,10.205861,12.792019,11.400866,9.313719,11.911698,12.21638,12.132142,12.454527,11.73603,9.771049,11.766588,12.6640215,13.263083,13.260474,13.416039,13.604771,13.285597,13.436725,13.533535,10.543708,13.348004,13.146168,13.435661,13.426811,13.313064,11.613778,13.159078,13.391944,11.991786,13.361697
"PRUNE2",6.22761786666667,5.70778216666667,5.952348,6.6778382,4.68243446666667,5.764889,5.75665613333333,5.6737172,6.5319868,5.27266433333333,5.96228636666667,6.188897,6.62910343333333,7.2966265,4.60576773333333,5.7253351,4.72154346666667,4.71865636666667,6.62344663333333,7.50943066666667,6.73459216666667,7.71430086666667,6.6546703,6.35843623333333,7.807331,8.78441466666667,6.00127866666667,6.5740568,7.54937683333333,7.7923661,6.26428633333333,6.3815935,6.71173266666667,7.63006336666667,4.82931983333333,7.39537766666667
"ARHGAP30",10.7086315,9.3004555,9.8434985,10.26719315,10.16791125,9.8483407,9.6464585,11.1979055,10.285167,8.65628575,9.9496247,10.9164805,11.1377495,11.1087995,9.8878455,9.535782,10.35680075,10.807831,11.4300855,10.676163,11.339746,11.3746525,11.40551925,11.8327395,11.88932675,8.51113385,11.4700145,11.469254,11.780391,11.2193655,11.6694935,10.915438,11.579941,11.3245865,10.864677,11.3613235
"ALPK2",10.390389,8.847646,10.010774,10.292137,8.1200695,9.461898,8.09519,10.4439535,10.599041,9.082783,9.147833,10.929908,9.161202,9.226715,10.867482,10.423641,8.864269,10.085254,11.630401,10.853054,10.147302,11.22945,9.831534,10.874003,11.394107,12.371803,10.785668,10.612058,11.332276,11.606747,10.537109,10.370022,11.642528,10.998638,8.517482,11.719815
"ETV7",11.334618,10.785876,11.3388605,10.931583,11.445013,11.672698,11.219416,10.700588,10.829469,10.667011,10.707064,11.029564,13.629051,11.372859,11.09285,10.62467,10.745319,10.574553,9.212903,9.546512,9.474274,9.982081,9.744312,10.95778,9.418694,7.696583,9.292181,10.513239,9.589052,9.066263,10.003007,13.57561,10.5203495,9.337439,8.834746,9.162477
"DMRTA1",7.096034,5.5646634,4.4850335,6.207186,4.7811255,6.4308424,5.186993,6.6322503,6.5248265,3.855238,6.158046,8.648707,5.2613635,9.507203,8.547236,7.7569046,4.0906587,5.731439,7.923484,8.060691,7.6139307,8.091433,7.2573586,7.271145,7.7910094,9.436715,7.861745,7.756214,8.667034,8.532566,8.269278,8.715884,7.7635365,8.610137,5.9273267,8.46846
"TMEM61",6.8082527,7.75408035,6.93331815,7.3881199,6.16345225,6.8836265,6.475852,6.74715755,7.82706075,5.91550425,10.0167225,6.87594015,6.25923135,5.37697865,6.027253,8.1694145,6.31495015,6.7097088,7.65895525,8.06405465,8.24449115,8.216008,9.351432,6.6752237,7.43379835,9.9183695,8.428253,7.6790736,7.7566343,7.836298,7.9148073,10.165734,8.3173845,9.3133105,7.57136475,9.0251573
"LOC100505622",6.0937834,4.2653933,4.7631426,3.5918002,3.9429321,4.516381,5.2997932,5.3152857,3.618836,3.3025239,4.2298546,4.4605412,7.274555,5.284698,3.291703,3.7919364,2.7375507,5.489375,6.724612,6.9408245,6.3161173,7.384961,5.177952,7.733573,7.2321987,4.005033,6.9708652,5.525357,6.5751896,7.5476007,6.039655,2.8294866,5.9159355,5.438955,6.78395,6.325117
"RBM24",5.4342209,4.6573335,5.2691832,4.71169485,4.36923465,6.7537767,3.9361196,4.3890083,3.48286795,4.0527048,5.53826415,5.1252505,4.9326998,4.2997592,3.1376858,4.3016095,3.770683,4.973983,6.00227385,6.74050275,7.3758608,5.30995235,7.19622425,4.1579523,5.2320932,12.1683215,6.40330585,6.2618282,5.752449,5.821854,6.5444751,4.67314475,7.0947955,8.12683115,5.90194615,6.47488885
"RFPL2",3.7492287,3.4970248,2.7754204,5.6404324,3.6599505,4.1557174,4.807123,5.1295404,4.7666626,5.5142813,5.0484843,5.43364,6.5886126,5.0100636,5.9499445,4.0597935,4.8161845,5.9645605,6.495129,6.227033,5.656996,7.031974,6.6438456,4.8848314,6.408059,3.9811811,6.079786,5.792153,6.477367,6.469553,6.1730723,6.045327,6.1205072,7.1366634,5.429019,5.8470297
"ADAM28",11.506534,10.75650175,11.1668805,11.1608705,11.297797,10.5951625,10.9898955,11.3568805,10.488769,7.75859475,10.431208,11.527637,11.8341515,10.9964245,10.5658825,8.9602245,10.4371085,11.1587055,12.6462095,11.8265495,12.393835,11.743415,11.5647815,11.29804825,12.153536,9.6156085,12.4298775,12.014709,12.4221625,12.318386,12.461119,11.66593325,11.75861375,12.037816,12.015169,11.879259
"THSD7A",5.32800066666667,5.72683423333333,4.7049651,5.50535656666667,4.4985806,5.96844776666667,4.29242563333333,6.1850766,7.04763266666667,6.64583386666667,4.17914906666667,5.464324,4.38504646666667,5.3122626,3.9942413,7.18559983333333,6.01974426666667,6.3987101,5.9375933,6.90698643333333,7.04149253333333,6.33364013333333,7.2779309,6.70907413333333,6.62685226666667,8.11573543333333,6.83818213333333,6.8538596,6.11398783333333,6.2303685,7.6350314,7.723885,6.80686693333333,6.0541036,5.10043693333333,6.50673316666667
