"","GSM1301444","GSM1301445","GSM1301446","GSM1301447","GSM1301448","GSM1301449","GSM1301450","GSM1301451","GSM1301452","GSM1301453","GSM1301454","GSM1301455","GSM1301456","GSM1301457","GSM1301458","GSM1301459","GSM1301460","GSM1301461","GSM1301462","GSM1301463","GSM1301464","GSM1301465","GSM1301466","GSM1301467","GSM1301468","GSM1301469","GSM1301470","GSM1301471","GSM1301472","GSM1301473","GSM1301474","GSM1301475","GSM1301476","GSM1301477","GSM1301478","GSM1301479"
"SPATA17",7.6033945,8.278829,7.5392904,6.933839,8.017571,6.4504375,8.328494,8.221386,6.6035323,8.641371,9.343616,8.441537,2.8501163,6.267545,7.9458656,6.993056,7.822636,7.0895243,9.241074,10.0690775,10.616783,9.138541,10.714516,4.520685,7.8433266,9.043126,9.891467,9.764501,8.518591,8.662441,8.643581,7.388778,9.879204,10.690899,9.016718,9.5764265
"DUSP5P",6.24188583333333,9.8779556,6.07467606666667,7.2103051,6.61965666666667,6.04585753333333,6.09436683333333,6.5600152,9.29749466666667,6.64103956666667,6.19179013333333,5.43565463333333,7.248629,7.7626855,7.734585,7.0223958,5.98681356666667,6.40264773333333,5.474095,6.01312946666667,6.13238486666667,6.9451243,5.57371343333333,6.05851906666667,5.70321543333333,5.73897453333333,6.19917633333333,4.9159989,6.02391633333333,4.94996573333333,5.90205586666667,5.92594993333333,5.19342866666667,5.29880636666667,7.43032513333333,5.4888818
"JAG2",11.058169,12.511277,12.809993,11.02254,12.348556,11.430266,10.682875,9.866771,10.769772,9.739409,11.675731,10.364221,7.974092,12.3376465,12.053023,11.518429,11.11211,11.455483,9.516792,9.866992,10.238045,10.297685,11.255819,10.12023,10.000372,10.626405,9.884105,10.19288,9.538419,9.449814,9.825959,10.27561,10.026499,10.279916,10.438171,10.346204
"BPIFB1",12.513286,12.066966,13.051889,12.368083,12.192567,13.857425,11.806586,5.691231,8.679582,3.12071,12.132142,13.908469,5.9713874,3.9573157,9.877953,10.9148035,11.9490795,13.936379,11.511774,15.2647505,16.190731,12.118669,16.5392,8.215535,12.58161,18.860558,13.561654,11.769801,12.718776,11.523643,13.002715,18.818647,13.924938,15.911888,13.132598,18.306469
"DES",7.3435516,6.532833,6.54578,6.682957,6.4610653,6.034951,5.5989714,7.5338297,7.928564,7.1042137,6.745947,6.9531817,6.339509,7.1374326,6.702938,5.8942156,7.536333,6.6268406,8.25422,8.131322,7.1042137,8.076995,8.694658,8.373244,8.65724,18.176027,7.9815702,7.9274,8.418966,7.9559464,7.99489,10.161914,8.592444,8.185335,6.6603765,9.278956
"KIAA1045",6.071016,5.1820936,5.4918838,5.8318496,5.010331,4.200499,7.0256305,8.02762,7.3379602,5.2210374,6.7503667,8.088553,3.1869946,5.4178405,9.58416,7.885657,9.740309,6.3509984,8.623695,8.14783,8.346935,8.573612,8.88311,7.3941092,8.267817,6.3624616,8.263372,7.703876,8.602995,7.900599,8.762883,7.681717,7.7947097,8.152388,7.013442,7.4080334
"TFF3",10.567655875,11.27646875,10.32499435,10.74362725,11.80962825,12.89721275,9.4470561,8.9579115,10.831899225,8.16241175,11.8724578,11.49005125,6.126929225,8.140983925,8.342765925,9.16858065,9.978492675,12.055418075,10.608636075,12.315914,12.82616,10.746673625,13.73399775,8.786499875,11.045259825,14.60043475,12.32582925,11.6446995,11.287293075,11.11771345,11.958965325,14.13557275,11.32050075,13.07855425,10.826854,12.75293775
"CYP4B1",11.618547,13.731233,12.811354,11.795108,10.857608,11.229191,9.6860075,9.996284,9.341793,6.692533,10.23001,10.407295,4.5231466,12.872434,8.029206,9.506786,8.363636,9.922433,11.5828285,11.96723,12.397819,12.681358,11.011647,9.243687,11.359819,12.015096,12.889536,12.453357,11.687931,12.662767,11.595923,12.84499,13.219594,13.337816,12.292088,12.142307
"SLC12A3",7.30839443333333,6.45290656666667,5.2270368,6.91340896666667,5.06897933333333,6.21250223333333,4.86513386666667,7.44257293333333,6.5068924,4.7001698,6.6572895,6.84942946666667,7.71289316666667,7.01603383333333,5.80293846666667,4.75593246666667,5.50327243333333,6.31430043333333,7.45857896666667,6.72571296666667,6.44897866666667,7.1713629,6.8634246,7.21268843333333,7.67355166666667,5.00179953333333,7.44494326666667,7.46414036666667,8.078141,7.80020453333333,7.83994306666667,7.6194954,6.6081294,7.34859823333333,8.33672333333333,6.45697366666667
"OAS3",11.596896,12.22209725,11.289756,12.332155,10.550051,11.461422,11.471638,11.470166,12.2056155,10.9362265,11.1518725,11.682115,14.0977655,12.4312775,11.2428445,12.656999,11.0707455,11.820894,10.047974,9.9744275,10.1002585,10.9331615,10.044184,12.041451,9.9386565,9.239392,10.3104355,11.144816,9.894635,10.40465875,9.567316,14.7512025,10.886951,9.7332725,10.972339,9.927294
"CHRDL1",8.493524,10.6475865,7.96842915,10.1788375,7.6857565,8.5344615,6.7414737,10.09653625,8.41015285,9.81405,9.43290125,8.0744706,5.2972075,8.680387,6.0181148,7.368129,8.640848,9.6863345,8.976453,10.1304607,9.57807715,9.33313875,9.9083445,8.9191445,9.0210333,12.7940255,9.9701235,9.76040635,9.6782245,9.5614308,10.501809,11.687619,8.460803,9.1047027,10.416898,10.0247855
"KIR2DL2",9.145191,9.084691,9.141854,10.8520565,7.730811,8.71072,7.6420813,9.331337,7.937954,6.459157,8.751341,7.5089774,9.664595,8.165242,7.3379602,6.788048,7.8366537,9.987703,7.6192865,7.0380173,7.2005,8.435768,8.075914,6.767842,7.424769,6.944362,8.018266,7.6362076,6.6046734,7.2704296,7.773426,7.9699216,7.380573,6.995375,7.6640196,6.6310024
"SLC6A10P",9.414232,7.3902698,9.794072,6.9685435,11.5171585,9.242383,13.206704,10.899766,9.861816,9.826531,8.279464,8.297964,11.288969,7.733392,9.091462,12.028131,7.626243,8.480346,7.6510973,7.8329654,7.935968,7.4646297,8.903582,8.386883,7.203659,10.701325,7.376278,8.1559725,7.002428,6.9199414,7.2597575,8.889731,7.955397,8.027411,6.6818547,7.853327
"RNF152",5.0471587,4.81422085,6.6499335,4.39499625,7.23001815,6.23682375,5.56536225,5.39345825,6.3734168,6.5814005,5.2854181,5.36937315,4.8340042,5.802191,7.2161768,7.30139785,8.3368695,5.20661875,4.5728729,4.5209044,4.8524866,4.9564947,5.09644995,5.0242398,4.6488279,7.1337822,4.53719865,4.6488328,4.30424265,4.129263,4.8431836,6.3165151,4.32565815,4.50298725,5.34954025,4.8707186
"TEK",7.463864,9.074005,8.232712,9.047864,8.4324,9.979413,8.124091,10.054476,10.7965,9.086087,8.936444,8.498004,4.3273892,8.27998,7.9499974,9.541439,9.472537,9.83789,9.70952,10.284447,10.2523775,9.816112,10.298877,9.998538,9.997829,11.676258,10.174569,9.591648,9.439368,9.244168,10.292358,10.907029,9.737211,9.283671,8.669238,10.297036
"GNLY",13.244814,13.756123,12.782732,13.721239,12.624799,13.364768,11.424464,13.618665,12.083242,10.4272995,12.422102,13.5430155,15.230391,13.195433,11.786428,10.229697,12.620268,12.930584,11.453149,10.348851,11.063326,13.042368,11.369793,11.012168,9.782011,10.148439,13.299393,11.901682,10.651763,10.487679,12.21638,13.690816,12.564668,10.764235,10.209516,10.19117
"GJB1",5.5078909,5.50016135,5.5995705,5.3481268,6.0862662,5.32413275,4.9698975,5.604429,5.0172352,5.5162081,6.1388416,5.52157095,3.57237615,5.0337388,4.7573383,4.65071015,5.25878365,5.5474445,5.6320822,6.05460065,6.0584937,7.27247915,7.6150545,4.7967626,5.0153402,9.51902285,6.01184925,5.43917235,5.7092522,5.69138565,5.67478445,8.46780425,5.68804475,6.4738015,6.16960375,7.8569398
"EPHA4",11.3849543333333,12.9003793333333,11.0271053333333,11.866425,10.179434,10.1146943333333,11.16878,10.455282,11.054766,13.3566663333333,10.7183373333333,10.935001,8.73896856666667,11.1201228333333,10.6856156666667,11.2344578333333,12.7134291666667,10.9865653333333,10.085269,10.535579,10.1824643333333,10.7722145,10.2974316666667,9.80700433333333,9.98048433333333,10.2427893333333,10.6542295,10.4820056666667,10.2513451666667,10.8138833333333,10.4172256666667,9.505809,10.3398763333333,10.3786176666667,8.05538676666667,9.534743
"KITLG",7.48073263333333,9.23398026666667,8.77432946666667,8.92886083333333,10.3486466666667,9.6033774,10.2274558333333,8.40774433333333,9.1665649,6.72559326666667,9.612427,9.61950333333333,5.99079253333333,8.44814833333333,8.98593933333333,9.738722,7.61959123333333,7.64998406666667,7.40289243333333,8.00847926666667,7.8943271,7.5767179,7.7097942,7.52979086666667,7.54583823333333,8.2389889,8.3475185,8.0992372,7.15702816666667,7.30698396666667,8.249783,7.8536395,7.4998762,7.4730201,6.29049486666667,7.48328733333333
"CAP2",7.9758353,8.817855,8.846089,8.314406,8.113404,8.294228,7.3815074,8.435768,8.476817,9.335057,8.808028,8.247,6.266958,6.9396925,7.8965254,9.642907,8.1149,8.279705,9.1547365,9.3839035,9.356517,10.046381,9.967851,8.969714,8.8349905,14.951208,9.266574,8.813087,8.815093,9.065413,9.021003,9.180635,9.260722,9.866992,8.525602,9.268248
"VSIG2",9.169145,7.9792438,7.742627,8.636968,7.250085,9.295744,7.244892,7.158061,8.463109,6.368634,8.549023,7.8463836,7.0098796,5.915589,6.5700884,10.099071,7.36535,8.650242,8.486272,9.314323,9.884379,8.5921755,10.571887,7.176987,7.71731,11.627569,8.534921,8.087126,8.61095,8.581331,8.94646,10.636984,8.997021,10.015487,8.568402,9.873018
"LOC100507165",8.79998,10.022034,8.413317,9.33402,8.270379,10.044357,7.7567086,9.912711,8.471434,8.333516,9.535974,9.34496,4.6709337,9.104463,4.5753055,8.712195,8.545093,9.492417,9.889403,9.758546,9.625718,9.935023,10.066801,9.758546,9.658552,10.447732,10.022447,9.930759,9.767937,9.860438,10.371244,11.006444,9.073022,9.011914,9.275794,9.571299
"RGL3",8.336152,7.751835,8.035778,7.827668,6.81208,7.6971345,7.914616,8.217936,7.7090764,10.913826,8.67302,9.472728,6.5932283,6.6429844,5.2179604,4.5515165,7.6217275,7.9400153,8.644735,8.612215,8.736662,9.0795145,9.112468,8.592763,8.297964,10.014675,8.7693815,8.394424,8.899651,9.322162,8.768723,9.258415,8.166923,8.837938,11.62096,8.453249
"GPR128",7.6640196,9.149957,6.3931274,9.3062105,6.788048,5.374193,4.577837,4.862684,5.152279,2.6862404,3.3613741,7.1724963,5.414354,7.869794,5.46493,3.7999055,3.2802954,2.7176158,2.7454202,2.6710386,4.2127857,9.751618,2.7551947,2.9109447,4.170397,2.6739035,2.6813123,2.9128962,2.6872926,2.6726432,4.7342353,3.736512,2.6602378,2.9775026,2.6981463,2.688404
"ADSSL1",8.665656,8.591739,8.851641,8.34674,9.327087,8.60564,7.9267025,9.18468,8.9416065,8.444658,9.164698,8.879764,11.065499,8.110107,8.320143,10.038281,9.001949,9.819025,9.908844,10.453446,10.642381,9.724561,11.399457,8.473923,9.046264,16.102386,10.196248,10.5109415,9.789511,9.37937,9.970561,10.06634,10.122765,10.962585,9.656663,10.325854
"RNF43",11.444161,11.289547,11.536707,11.1894455,12.586217,11.812815,13.703682,11.601178,12.146524,10.469877,8.923123,12.590708,8.16936,12.189882,12.082608,11.42621,12.583303,10.625213,9.940794,10.027047,10.178992,10.400743,10.695637,9.319407,9.703354,9.739013,10.633596,11.283652,10.144119,10.382954,10.333178,12.027314,9.975467,10.2587595,10.199599,10.087968
"HTRA3",6.4286601,8.28409885,10.530233,7.97870815,10.33756965,10.204461,8.6563218,9.5027487,11.5090395,10.744758,9.9506985,9.2687595,7.7005315,8.65538875,8.02383625,9.781919,10.3016043,9.462281,6.46439885,6.72225525,6.45259275,8.82349125,9.33167115,8.5065615,6.8735887,10.84009235,6.98881135,8.1639498,6.20750965,6.5315483,7.16111865,8.3157735,6.33170665,6.6303015,10.864848,7.7684854
"THBS2",8.7405041,9.2593545,10.9607815,9.8210715,9.9854365,10.9931165,8.319934,10.628058,12.9278025,13.4366875,9.8319715,9.889748,7.20688825,9.46216,7.1815975,11.8569025,12.236955,11.4074765,8.4093135,8.15169565,8.4486449,8.7596774,9.4565975,8.97039965,8.6308085,10.665244,8.0894753,9.63206625,7.6322557,8.0106615,8.936412,9.6889325,7.2448005,7.63460635,9.29601025,7.98066835
"KLK8",6.2684827,4.941578,7.0861654,5.3156343,5.1201134,9.627281,7.225118,7.9729514,16.18412,12.592761,7.983843,7.3820972,7.1797705,4.4633064,6.147406,17.127312,6.953763,8.648707,5.1609774,6.6205573,5.799135,4.6890783,5.041873,4.608053,5.1121826,5.5902743,5.72319,4.9618425,6.048283,4.7064757,5.899248,6.042657,5.0442753,4.619057,5.166391,4.807123
"FCRL5",13.48537,12.04324,12.16041075,12.573695,11.1506425,12.2096745,11.598777,12.586351,9.8431895,7.8795528,11.8955695,11.962368,11.3525265,12.22253575,11.053386,8.7947228,10.881139,12.6108895,13.7962745,13.161225,13.0034565,13.250601,12.6441695,13.461546,14.21914,9.20214115,13.92216775,12.73819725,13.0617275,13.7458245,13.2587985,12.3318625,12.295022,12.6438885,13.30899,12.0089805
"CST1",7.675245,10.055303,10.1431265,7.872283,10.695415,10.341638,9.580757,9.297997,10.124693,6.6992807,10.901741,9.968716,4.895197,7.879256,4.462375,6.318337,9.432757,7.732423,7.1176662,4.999479,5.4286313,7.353202,7.0568776,6.9959,7.1246424,8.821108,6.268169,7.742627,5.4122458,5.9702754,7.3435516,6.3842144,8.051706,7.026241,6.510912,6.867391
"C6orf154",7.8775644,9.161679,8.613089,6.464891,10.681042,9.272111,9.482119,8.412833,8.437873,9.757174,10.171613,9.305979,6.672513,8.577025,10.3748255,9.356057,7.686413,7.4995947,10.135815,10.529154,11.323193,10.192751,12.164504,7.350939,8.771499,9.986015,10.597724,11.012867,9.284355,9.474809,9.544952,8.4750185,10.5672455,11.802391,10.258309,10.642668
"PCDHB5",3.9037113,4.5470257,4.6408715,3.4184148,5.104271,4.1619635,2.9024312,3.531729,5.428058,6.786373,3.8077257,9.349592,3.2837543,3.0461397,2.7960532,3.789774,6.460785,4.81439,5.3162394,6.882097,5.228599,6.2691174,6.6592894,5.824819,6.387513,8.668031,5.990009,4.6514244,6.9793277,5.036923,6.620332,7.467688,5.8134947,5.0051684,4.7622705,6.36664
"GNGT1",5.27235315,4.10714715,3.90150225,5.1795404,3.639253,4.24901965,7.604608,5.930181,5.4873708,8.4416745,4.882709,3.97244075,5.2997985,3.9059735,6.82036995,6.7827097,4.4104365,3.93918635,4.0158051,3.76584185,4.26372815,3.9045459,4.26818535,4.4449389,3.76283575,3.80074855,3.7750771,3.5513382,3.78966835,4.4046858,5.08803585,3.9421196,3.84782145,3.4557596,4.68885245,3.84760035
"LOC401052",4.040328,3.1710258,6.3354983,3.6246738,3.9853387,4.005033,2.8457413,2.8816998,3.3512082,3.9931428,4.278427,3.0377192,3.284227,3.044593,3.4858167,5.2643704,3.237709,4.3015637,4.6122174,4.7113996,6.0646935,5.138681,8.011735,3.2753818,5.020072,5.9229836,4.842256,5.300914,3.652535,3.883232,3.7397032,4.037691,5.100901,6.3079834,4.172623,5.32974
"ZWINT",13.124052,13.313922,13.055658,13.39959,12.581964,12.715828,13.472395,12.439501,12.930584,13.709269,13.164752,13.300665,10.970809,12.476589,13.61192,13.405204,13.28159,12.837115,12.058991,11.997254,11.419791,12.070842,11.057928,13.693411,13.074046,8.939152,12.703566,12.330151,11.972332,12.768988,11.846567,11.164644,11.476347,11.733394,13.667949,11.785276
"SCN3A",7.9901545,6.3396515,6.04457975,7.0463481,6.0369589,8.63221115,6.8848847,7.6148378,8.1887145,5.011813,7.9341663,7.1593455,7.0233323,6.7265685,5.25287125,5.2908518,5.5724793,7.1058602,7.2170405,7.24511165,7.7574843,7.7630899,7.5496328,8.76694705,8.92298,7.5397213,8.8671715,7.7070885,7.7781397,8.4267355,8.65609285,7.3540065,7.50674815,7.5875525,6.13127475,7.6564603
"P2RY14",9.829376,8.804118,7.838877,11.57218,9.934578,11.473723,9.804834,11.881454,10.90096,6.6803756,10.598306,10.483137,13.108459,10.78878,8.8389635,9.6032,10.8193865,10.348154,10.942192,11.124856,10.554694,11.254538,10.9570875,11.504418,11.240762,11.387049,11.596287,11.402921,11.903866,11.004935,11.859609,12.391564,11.543653,11.207951,12.296946,11.96723
"CPNE5",15.071039,13.1644,14.29684,14.404353,13.558334,15.311417,12.064765,14.633372,12.404748,10.661049,13.823739,13.411059,12.10907,13.618202,12.375634,11.217152,12.906348,14.5571995,14.695965,14.305114,14.545308,15.201708,14.924427,15.502701,14.858948,12.20862,14.964298,14.6981,14.234487,15.02015,14.869592,14.524748,14.509319,14.737759,13.251975,14.276607
"PRPH",7.4053726,7.9710684,7.8440313,7.5502663,6.952416,7.110482,6.668154,7.368981,6.8118167,11.339983,7.562921,6.691725,7.561112,6.1348286,5.916841,7.3347034,7.499365,7.9449205,8.700553,8.362366,8.28442,8.434295,9.031241,7.811675,8.131322,10.497012,8.289596,7.268592,8.373431,8.374615,8.884004,8.847204,8.280801,7.8452754,8.266686,8.963766
"ISG15",16.045961,16.249603,15.118937,16.12662,13.892887,15.813343,14.02855,15.666492,17.011095,14.830565,15.403988,15.842912,18.848513,16.5019,14.963371,17.813835,14.295101,16.33065,13.821259,13.863725,13.892211,14.637161,13.655272,16.63346,13.909853,12.8176155,13.870948,15.185337,13.794173,14.007867,13.677157,18.860558,14.539563,13.480805,13.327792,13.724533
"SDR9C7",5.77346865,6.3862851,8.69447965,6.92533535,5.15346955,6.74626115,6.10391715,6.7312645,11.1916385,6.7049885,4.43854705,6.39332535,4.09040105,8.71411345,6.28150835,11.279282,7.5841867,4.31464775,5.31451665,6.13576635,5.196553,5.72577595,5.00896875,4.311236,5.5162935,4.13616195,4.74860735,5.393111,6.590832,5.7530028,5.03421875,4.16853875,4.87055615,5.70019065,4.1426804,4.8411239
"IRX2",8.720959,4.137841,10.447954,5.300447,11.173446,8.272822,10.398798,9.702494,10.360186,12.339172,10.460207,10.691111,5.667507,9.444582,12.169459,11.4615965,9.687061,8.763127,5.0211344,6.1482615,6.8565454,6.557221,7.536569,5.0653286,6.6432586,11.023343,6.555659,8.010956,6.9861608,7.1336036,6.5813136,10.726772,7.1582937,6.088232,4.43069,9.28981
"TMOD1",7.472687,6.8224034,6.61389,7.563737,9.125861,6.73693,7.067928,8.045783,6.789397,7.3100586,7.400507,8.817703,6.8691225,7.442904,6.864639,5.978275,6.872368,7.3225474,8.179287,8.165971,8.241185,8.127491,8.085456,8.27835,7.7446656,12.557814,8.282019,7.975589,8.686384,8.005966,8.636464,8.023174,7.75454,8.134808,7.1994753,8.275104
"SLC9A2",2.811351,5.8493805,4.866482,4.0408244,3.1559458,3.9567266,3.7223032,2.7226667,3.267494,2.921111,3.566051,2.7204216,3.0025709,2.7181847,3.8321729,4.6725025,2.7608266,2.6168544,2.9180639,5.454491,5.018119,5.7966537,4.7315435,2.7219772,5.54336,6.115769,4.0522885,4.2942023,5.284698,5.7935557,4.980047,3.0597928,5.157206,5.37385,2.9562266,4.2793036
"ARRDC5",9.574136,7.7454104,6.9151626,9.374885,7.139419,7.9727573,6.727706,9.1782465,7.896824,5.585804,8.031604,8.79058,8.940125,8.847441,7.641086,6.0418158,8.266014,9.123167,10.155903,8.86411,9.744503,9.354478,9.506196,9.242383,9.99974,6.1081166,9.443333,9.514711,9.509488,9.081443,9.373211,8.41083,8.896905,9.295069,9.494592,8.583907
"SOSTDC1",9.841363,6.8696585,8.170904,6.54578,5.6512923,9.254928,11.230068,9.679012,5.0342336,9.478699,9.940334,10.142214,2.59725,8.376806,8.4381075,8.173558,7.209892,5.873593,9.759003,9.80747,9.791989,8.8432255,9.942421,9.532821,9.8053,10.238899,9.587118,10.148715,9.023613,9.893892,10.440862,10.167939,10.457463,10.1640215,7.536788,10.030322
"C19orf33",9.082357,11.4127245,10.5408095,9.36027725,9.5028755,11.1962955,10.074307,9.12465,13.5332295,9.964205,11.014472,9.68427975,8.76744385,8.777481,9.2416355,14.7522075,9.4939395,10.994292,11.46258,11.730282,11.777135,12.101505,12.9018985,10.356467,10.818793,11.922294,12.14278825,11.3206475,11.6754075,11.480868,11.77389,12.7559885,11.892726,12.3995525,10.97091875,11.88859875
"DACH1",5.6287217,5.422818,5.8336744,4.72023,5.473043,6.709367,8.139772,8.145952,7.4851146,11.087322,6.5463157,7.6495395,7.718723,5.285461,6.6008058,7.318402,6.1841536,5.7149835,7.132825,10.12338,7.4926014,8.051435,8.871112,8.097869,8.556715,9.402117,8.103674,7.491592,8.459422,7.8304415,8.558642,9.294048,7.2897973,7.5044065,6.336046,8.193028
"LOC389634",9.2193165,8.916217,7.841116,11.379734,10.133052,10.448617,10.804092,8.691959,10.570685,10.067088,10.529902,10.264438,13.331951,10.237847,10.223812,10.604935,11.233791,10.318489,9.229707,9.605404,8.964003,9.040969,9.45053,9.44909,9.4456625,9.154947,9.479984,10.00597,7.8760896,8.000547,7.82208,9.437239,9.6653185,8.813368,8.92089,10.681339
"SRSF12",7.3441411,6.7743268,7.23214025,4.81511,9.273205,7.9694975,9.70755,8.2215255,7.27938065,10.596831,5.170233,8.7166905,8.12908775,6.2943075,10.0194925,9.4431415,7.73824565,5.3431402,6.250473,6.7077108,6.42300155,7.23099925,6.3325639,5.8813138,6.7297017,5.8472605,6.4258466,6.6336305,6.3874765,6.5875,6.5033003,6.3240053,6.6049758,6.5026923,5.7315574,6.3813242
"ECSCR",8.454731,9.259086,9.300041,9.836299,9.152865,10.715537,7.791127,10.841769,11.660702,9.613273,10.013121,9.664821,6.4318967,8.986357,8.800505,10.595479,10.275418,10.591564,10.172926,10.827422,10.744296,10.355479,10.899308,11.087832,10.640001,11.694027,10.335142,10.357296,10.319508,9.7703,10.629501,11.4327,10.881096,10.122304,9.948199,10.751616
"OR5P2",3.8164957,4.848384,3.0928671,4.0795317,3.2906582,2.6772044,3.7477603,6.7785864,4.4863577,7.1536875,3.009155,4.0922313,2.6587198,2.632015,3.2389512,2.6549957,3.1100986,2.6445105,2.6515605,2.6064537,2.6156971,2.6783938,2.7604508,2.6817145,2.634943,2.5977898,2.627061,2.6357358,2.6259687,2.6202695,2.98719,2.6099892,2.6173584,2.760646,2.661707,3.287183
